pairId,semanticA,semanticB,sourceSha256A,sourceSha256B,dimensionsA,dimensionsB,alphaBoundsA,alphaBoundsB,outlineDifferenceRatio,sourceNodeIdsA,sourceNodeIdsB,scopeA,scopeB,decision,reason,reviewSheet
NEAR-120,ui_panel_gold_navy_wide__293x104,ui_panel_gold_navy_wide__2339x828,7c739e8a0a1fef75282cfb981f75b8e79afb0ca2a089a0a7b2adcb9b6cab0d85,ad746089526366da7b40518acaf091ad7979878c0ad7b8aad7dfb22bcbf0780c,"[293, 104]","[2339, 828]","[0, 0, 293, 104]","[0, 0, 2339, 828]",0.005219,[],"[""I89:1604;89:1438"", ""I89:1604;89:1439"", ""I89:1604;89:1441"", ""I89:1604;89:1442"", ""I89:1604;89:1444"", ""89:1438"", ""89:1439"", ""89:1441"", ""89:1442"", ""89:1444"", ""89:1730""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_10.jpg
NEAR-121,background_battle_panorama__1916x821,background_battle_panorama__479x206,2fd957f5e04b3aaa140b7f34146a874171e73cdf6877d970f5c9650880b59ad1,4f7750c156c07d4d1ff0c8f0dafa746a656777efd235e718691bc289a727e733,"[1916, 821]","[479, 206]","[0, 0, 1916, 821]","[0, 0, 479, 206]",0.0,"[""109:581"", ""109:602"", ""109:604"", ""109:606"", ""109:608"", ""109:610"", ""109:612""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_11.jpg
NEAR-122,equipment_turtle_warrior_mace__583x649,equipment_turtle_warrior_mace__292x325,e8e001ac6dc3f7a9944120a1f633cbd7a86af1aaa2d01dab024f7c315d43f277,2446536bd46c6a353c6b0bad44a6a03bb2b63be647d1cafceca8c956caf37740,"[583, 649]","[292, 325]","[0, 0, 583, 649]","[0, 0, 292, 325]",0.003113,"[""80:1073""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_11.jpg
NEAR-123,enemy_shadow_wolf__1783x1677,enemy_shadow_wolf__446x420,c71995cce8a8c0efd10ef6bd19923ddb06756503f4a0eef4f396b9f5f1f677f3,9799429ea4cab2f93642e23350299c1081a9f288f4d0fd53a760d28181a83c4d,"[1783, 1677]","[446, 420]","[0, 0, 1783, 1677]","[0, 0, 446, 420]",0.005829,"[""37:1346""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_11.jpg
NEAR-124,ui_banner_stage_blue__485x76,ui_banner_stage_blue__3876x605,d5a58f0e6b57aaa9f0ebd6c7c33692384760135ce81b4a761c09273a88a68a9a,f312dde3683ec7ab1ce9def13088acc093bba17f6ab2760ba0f2ef01eeb67318,"[485, 76]","[3876, 605]","[0, 0, 485, 76]","[0, 0, 3876, 605]",0.000229,[],"[""I88:1291;80:1247"", ""80:1247""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_11.jpg
NEAR-125,ui_banner_name_purple__480x88,ui_banner_name_purple__959x176,c88a6adbed1ce6d0d53fdc61fc2886523ffd944860538de67d913c6f6b1a43f3,4924b8e68e5de2bf206105f343cd176490fec6219aa8f67f14dbfacd9d70e423,"[480, 88]","[959, 176]","[0, 0, 480, 88]","[0, 0, 959, 176]",0.000168,[],"[""I89:1604;89:1468"", ""I89:1604;89:1469"", ""I89:1604;89:1472"", ""I89:1604;89:1475"", ""I89:1604;89:1478"", ""89:1468"", ""89:1469"", ""89:1472"", ""89:1475"", ""89:1478"", ""89:1717""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_11.jpg
NEAR-126,hero_lion_knight__404x447,hero_lion_knight__1616x1788,e07a5ef6efc63b7e591d51705758c57a2ead296d63a7fe3c6a4dd7d0052200fb,16dd368f0784fcd8000f08bc001998e8e043123123487605f5a9eafafc6916fc,"[404, 447]","[1616, 1788]","[0, 0, 404, 447]","[0, 0, 1616, 1788]",6.1e-05,[],"[""I30:1295;30:1265"", ""32:1314"", ""I89:1604;89:1450"", ""89:1450"", ""89:1534"", ""39:1361"", ""110:1194"", ""I109:602;110:1194"", ""I109:604;110:1194"", ""I109:606;110:1194"", ""I109:608;110:1194"", ""I109:610;110:1194"", ""I109:612;110:1194""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_11.jpg
NEAR-127,relic_rabbit_mask__245x322,relic_rabbit_mask__490x644,3cebe52f608117476557c7f58abef45ca45b6033a6cd2e36a379c8e401866b28,708e9313d655bf0c14647ac958bc779b7d42b1be14a585aa6849e5006a42e341,"[245, 322]","[490, 644]","[0, 0, 245, 322]","[0, 0, 490, 644]",6.1e-05,[],"[""I73:477;73:436"", ""73:509""]",USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_11.jpg
NEAR-128,equipment_panda_monk_staff__312x313,equipment_panda_monk_staff__623x626,122b33f8779e647d1c3c723bf9730f7d2395ae2f6c747532a2811e164cf4e12c,75071d4d2bfc1534c8f436de3a73b93da1beface1625f3e98e4a9acdc6978ff9,"[312, 313]","[623, 626]","[0, 0, 312, 313]","[0, 0, 623, 626]",0.004883,[],"[""80:1051""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_11.jpg
NEAR-129,ui_nav_crystal_relic__1407x1332,ui_nav_crystal_relic__352x333,3087dcd30815885e579da52808d56f66d8fc1f5f310675f80756b117dca2c99a,e555d2f4f1d2f91c8c56cd66f46d6aacf3d4bca00c1fc01237ca9a2b001001a5,"[1407, 1332]","[352, 333]","[0, 0, 1407, 1332]","[0, 0, 352, 333]",0.000977,"[""I19:1216;19:1193"", ""I89:1323;19:1193"", ""I80:1122;19:1193"", ""I71:292;19:1193"", ""I75:756;19:1193"", ""32:1322""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_11.jpg
NEAR-130,ui_nav_dungeon__374x285,ui_nav_dungeon__1494x1139,45502ad6066897bee2b47e920cacc713ac882b966a3f625967c80c11926b472d,43a4d7323cd336871a977e8166b83421b81c72f117cf0ab64fe1884f494152d6,"[374, 285]","[1494, 1139]","[0, 0, 374, 285]","[0, 0, 1494, 1139]",0.001648,[],"[""I19:1215;19:1193"", ""I89:1322;19:1193"", ""I80:1121;19:1193"", ""I71:291;19:1193"", ""I75:755;19:1193"", ""32:1321""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_11.jpg
NEAR-131,ui_panel_gold_black_wide__477x200,ui_panel_gold_black_wide__3815x1593,df66df4e53fb8b8fb0c0503af68f59df160676f286a295398b7389324bbead08,5f0ddb510bb29055a5a506e282270d3f8ac7426d98ac7b6cd359a6cbf88493fd,"[477, 200]","[3815, 1593]","[0, 0, 477, 200]","[0, 0, 3815, 1593]",0.003784,[],"[""79:896""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_11.jpg
NEAR-132,relic_shadow_crystal__469x599,relic_shadow_crystal__235x300,d9661cb52c28c39a69ccaad4324bcbe9770c8470c0f7b409ca6a5880d93b04b9,468f28589671214333247e67c7ee9561c8c08e606dcad74aca4ef4cd02c1a0a2,"[469, 599]","[235, 300]","[0, 0, 469, 599]","[0, 0, 235, 300]",0.008072,"[""I73:476;73:436"", ""73:508""]",[],USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_11.jpg
NEAR-133,relic_blue_shard__354x641,relic_blue_shard__177x321,040257bff29a6a29ee565b3fcb51a208ee75f9be24e54aa6d6c2ff636ed10d20,d74b6d402b1d3a46230e811b83a5d5b0701954594f5acd5f4fe2a2eff661251f,"[354, 641]","[177, 321]","[0, 0, 354, 641]","[1, 0, 177, 321]",0.001648,"[""I73:473;73:436"", ""73:505""]",[],USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_12.jpg
NEAR-134,equipment_lion_knight_helmet__246x314,equipment_lion_knight_helmet__491x628,0dd9c17dd77e57ed0edc0ed636173c7a2c5221b6936c1cbcd16be5584773e280,1cb0b8528546ae1efae6207a6380cfcc37503fa9434806de621928d5b635e943,"[246, 314]","[491, 628]","[0, 0, 246, 314]","[0, 0, 491, 628]",0.006729,[],"[""80:1044""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_12.jpg
NEAR-135,hero_bunny_assassin__428x457,hero_bunny_assassin__1711x1827,638547851abb940177f091c48cdc9ba11c323dd4477e8ffc5673de6949a02534,c6d31753476eefb819839e82e6771e5af8769ee4a1a4dd1e4b72b7c001f04679,"[428, 457]","[1711, 1827]","[0, 0, 428, 457]","[0, 0, 1711, 1827]",0.001709,[],"[""I30:1294;30:1265"", ""I89:1604;89:1449"", ""89:1449"", ""89:1537"", ""39:1362""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_12.jpg
NEAR-136,background_dungeon_gargoyle_strip__2172x724,background_dungeon_gargoyle_strip__272x91,e2b047509863564d6dd636354433d20a55b861eeb91a9ed330a81186d44dfd83,891749b17aa2a872616bb589302e0827887e712a0cf9885801ed8eec68bd624f,"[2172, 724]","[272, 91]","[0, 0, 2172, 724]","[0, 0, 272, 91]",0.003906,"[""86:1268""]",[],USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_12.jpg
NEAR-137,reference_gradient_wallpaper__184x379,reference_gradient_wallpaper__736x1513,2cfbc998dca9d1cc05a00b1f4bdba221c8fe583bfb896872903c4f1f6c3f9898,f4873a9415e8e17940df8eaba531ed719a32e53b033667c2739c5128fc06e8c8,"[184, 379]","[736, 1513]","[0, 0, 184, 379]","[0, 0, 736, 1513]",0.003906,[],[],UNUSED_OR_REFERENCE_ONLY,UNUSED_OR_REFERENCE_ONLY,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection. Reference-only classification remains excluded from interactive runtime import.,analysis/figma/near_duplicate_review/pairs_12.jpg
NEAR-138,relic_frost_dragon_head__471x629,relic_frost_dragon_head__236x315,9553922b344bb1e1fec72bb3ee2d4b02119b7ccc139802785432780b4e04e391,1915921bfd258a15bb7d5a3f3826ecf29dc685fad554e5807ed27f13f2e2067f,"[471, 629]","[236, 315]","[0, 0, 471, 629]","[0, 0, 236, 315]",0.004944,"[""I73:479;73:436"", ""73:511""]",[],USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_12.jpg
NEAR-139,background_dungeon_crocodile_strip__272x91,background_dungeon_crocodile_strip__2172x724,2fe40c38cd7f176d17436a694a5d8b215ccf64fcd87b63f8f0c613cdb1766f6f,ede70744b9a8c7defbe8168e88934320c821245c27fb96f2aefa073c6b64c275,"[272, 91]","[2172, 724]","[0, 0, 272, 91]","[0, 0, 2172, 724]",0.003906,[],"[""86:1272""]",USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_12.jpg
NEAR-140,hero_panda_monk__427x444,hero_panda_monk__1705x1775,261569fd2871fc203b4a61b14c47885faf701085888519ca0ebf938c74d3e8a6,43f57af8c76b8db945eb4493b5d941aa86f2f69eba999b6baa410451164d178b,"[427, 444]","[1705, 1775]","[0, 0, 427, 444]","[0, 0, 1705, 1775]",0.005386,[],"[""I30:1293;30:1265"", ""39:1363""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_12.jpg
NEAR-141,equipment_lion_knight_sword__243x375,equipment_lion_knight_sword__486x750,b268029c7825d015c114c6ead638b02079cc1d7ebc4ca5c100c0d82de314bd95,18a04ecdd84829f898a72d264ab040146b142977c7aea546aae01bc541890c7b,"[243, 375]","[486, 750]","[0, 0, 243, 375]","[0, 0, 486, 750]",1.5e-05,[],"[""80:1045""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_12.jpg
NEAR-142,portrait_ice_fairy__660x590,portrait_ice_fairy__330x295,b6bf6522834ca3197497149f45f9397d21fae2b1e80fbaeb5bcc70ca6844c4d2,280e5ab40385348b5e5170bc6d75c600735dac91a33112d07abc7c75dfc5b7d4,"[660, 590]","[330, 295]","[0, 0, 660, 590]","[0, 0, 330, 295]",0.0,"[""80:1241"", ""80:1094""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_12.jpg
NEAR-143,equipment_bunny_assassin_crescent_axes__350x294,equipment_bunny_assassin_crescent_axes__699x588,6dcb01f1a328854ff9022e006d34e1f0b8e094968c21c9465d0d32d7855be975,e6142cef21b9d73308106be6ba7acd8f42079d476b502321a177eb6fcf700059,"[350, 294]","[699, 588]","[0, 0, 350, 294]","[0, 0, 699, 588]",0.002426,[],"[""80:1020""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_12.jpg
NEAR-144,equipment_panda_monk_chest__619x555,equipment_panda_monk_chest__310x278,249e50b473a57a60823a0d0904f5cdd578210f9b26fd26fe9bd90f1fcc921cec,f93d0f8d93f6db9a454e5970a11095739eeb191dfa864865049dadc38f6c8e22,"[619, 555]","[310, 278]","[0, 0, 619, 555]","[0, 0, 310, 278]",0.003326,"[""80:1050""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_12.jpg
NEAR-145,portrait_bunny_assassin__662x590,portrait_bunny_assassin__331x295,dec077664924569c976bc66ace90cd40dfb7e81cb062fc041b34fe69e51f22d0,bff2ff784d9f63ea94bc2f591923a51daecdb6147d316c284b0a4636bacc1797,"[662, 590]","[331, 295]","[0, 0, 662, 590]","[0, 0, 331, 295]",1.5e-05,"[""80:1239"", ""80:1092""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_13.jpg
NEAR-146,relic_gold_hammer__474x528,relic_gold_hammer__237x264,ec9e081a48cf10a8773bcde6a5d3a111b710f3d8f43cc67c89ddf7e33df3b703,0a424722b10847e1dcbd9e9f2f0b01110bed2c58fb29aaf6eaca9835278035ce,"[474, 528]","[237, 264]","[0, 0, 474, 528]","[0, 0, 237, 264]",0.000244,"[""I73:460;73:436"", ""73:501""]",[],USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_13.jpg
NEAR-147,equipment_elf_archer_quiver__519x688,equipment_elf_archer_quiver__260x344,3acc70845a2056e0bd60299afd0fe2f885aa8a119a04ca3c3cc21e081546451e,6fffd9b2fc7f383b12de24bc41eb7fca23344406705c92e5ec7fbaa59a11bddc,"[519, 688]","[260, 344]","[0, 0, 519, 688]","[0, 0, 260, 343]",0.010818,"[""I80:949;80:911"", ""80:1008""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_13.jpg
NEAR-148,background_dungeon_lizard_strip__2172x724,background_dungeon_lizard_strip__272x91,1bf7a67f5307f70247412ef441257fba214ccec47559ea931bca80b98afaba2b,c328225251954411cd6b8139ccbe609fcb2de74651d6dd516a55ec6087d1945e,"[2172, 724]","[272, 91]","[0, 0, 2172, 724]","[0, 0, 272, 91]",0.003906,"[""86:1269""]",[],USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_13.jpg
NEAR-149,relic_blue_feather__237x333,relic_blue_feather__473x665,6aa7094c8e02ae282171d949d48a8ca8563efbb5bac4f69fa940d01af5ee7652,373d45ba94b8ec41c1cd73bba7d96e4fd52ee421aa8c9ca622d5ad90971e750b,"[237, 333]","[473, 665]","[0, 0, 237, 333]","[0, 0, 473, 665]",0.002579,[],"[""I73:438;73:436"", ""73:436""]",USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_13.jpg
NEAR-150,enemy_ironhide_boar__1862x1681,enemy_ironhide_boar__466x421,f4a011a953e9d21b58200c7f8ffdf23b81dcfbcf8f022b77baa7ae5337329237,8328e2606a04993cb1ec29c95b6c8ccd4fd8b524683fde9b6f9235e6fd756d2c,"[1862, 1681]","[466, 421]","[0, 0, 1862, 1681]","[0, 0, 466, 421]",0.003479,"[""37:1350"", ""37:1340"", ""110:1222"", ""I109:602;110:1222"", ""I109:604;110:1222"", ""I109:606;110:1222"", ""I109:608;110:1222"", ""I109:610;110:1222"", ""I109:612;110:1222""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_13.jpg
NEAR-151,equipment_panda_monk_orbs__669x551,equipment_panda_monk_orbs__335x276,aadc9c3dcd6ec50a6dffb1e1d3c4b69e9e96a3f93e0fa476d1f04364f4d96927,f979251136b00f1cf5a98526e09f458b3de4cbf6c97b83b47613403422511f48,"[669, 551]","[335, 276]","[0, 0, 669, 551]","[0, 0, 335, 276]",0.007111,"[""80:1046""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_13.jpg
NEAR-152,equipment_bunny_assassin_chest__284x328,equipment_bunny_assassin_chest__567x656,ec3b95aa0bf8f9df3abdfaea1dd0e3561621755ca881525e0d449713ef636455,4c42b1ec55c1bed86ef710ea7dba12a26753949dea260c30480bb0aadded0d34,"[284, 328]","[567, 656]","[0, 0, 284, 328]","[0, 0, 567, 656]",0.004059,[],"[""80:1024""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_13.jpg
NEAR-153,reward_gold_chest__314x314_variant2,reward_gold_chest__1254x1254_variant2,6ecc40de469484c30e89c8b883791833a32dd773a876de9e1f84c39daefdff3e,88bff839ec65a4e657f10bcd19c9ff26c329edac788669c5b2f4e95245a203ad,"[314, 314]","[1254, 1254]","[4, 7, 304, 301]","[14, 30, 1214, 1203]",0.004242,[],"[""I2:421;2:437"", ""I106:556;2:437"", ""2:437""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_13.jpg
NEAR-154,portrait_lion_knight__331x303,portrait_lion_knight__661x606,1b51b101ee3c6a022c24626c1a16b5745c158ece016fca40d443994ec2bfe7dd,0bf7cf58458260b6643ce47d8744e11253d570f36eb7ca8f6415b0c18a081d9c,"[331, 303]","[661, 606]","[0, 0, 331, 303]","[0, 0, 661, 606]",0.005127,[],"[""80:1093""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_13.jpg
NEAR-155,background_dungeon_boar_strip__2172x724,background_dungeon_boar_strip__272x91,2f6ad69f446e42bbcc8234476364678c74d2e667a12b35134e62b91e2dba4996,8f3f724c7642455cfe422d91f14b5f78d10cfdf10dc718067861163838e4a7d8,"[2172, 724]","[272, 91]","[0, 0, 2172, 724]","[0, 0, 272, 91]",0.003906,"[""86:1273""]",[],USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_13.jpg
NEAR-156,relic_gold_dragon_head__455x633,relic_gold_dragon_head__228x317,d38bd926d27f67c12668b9a2596cc84f0ad816854cb1ae667610dadc37d9fd6d,fd4e4b4f761787163f0d30b9b4c343f35ed3aa3b31d9c3cf8707a7b73935da24,"[455, 633]","[228, 317]","[0, 0, 455, 633]","[0, 0, 228, 317]",0.003433,"[""I73:478;73:436"", ""73:510""]",[],USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_13.jpg
NEAR-157,relic_gold_bird_mask__264x296,relic_gold_bird_mask__527x591,0a7b17aaeb65c35e03d08e6227de1b40314638f4a6a8528bc3d5ee418a8e51a9,6b2643af8d76215892416fcb7481549875d9dc41e2ee58bec942e303ef4cfaac,"[264, 296]","[527, 591]","[0, 0, 264, 296]","[0, 0, 527, 591]",0.006241,[],"[""I73:480;73:436"", ""73:512""]",USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_14.jpg
NEAR-158,ui_bar_dark_track__3646x435,ui_bar_dark_track__456x55,8dfc7fb23c4c2c64ee8971134c0ac20172f9ce57323b38cf966aa22ad4c4cda0,b0144c0c20f6bb8f3ba1296945ac1fe61f5d90f723a7f5c4d35af3f0d1454478,"[3646, 435]","[456, 55]","[0, 0, 3646, 435]","[0, 0, 456, 55]",0.003708,"[""I2:428;2:487"", ""I57:260;2:487"", ""51:1470"", ""I89:1313;2:487"", ""I89:1317;2:487"", ""I80:1112;2:487"", ""I80:1116;2:487"", ""I71:282;2:487"", ""I71:286;2:487"", ""I75:746;2:487"", ""I75:750;2:487"", ""2:487""]",[],USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_14.jpg
NEAR-159,background_dungeon_shadow_bright_strip__2172x724,background_dungeon_shadow_bright_strip__272x91,87d500f26a3797076183c64e1a15bd93c5513e83bfe744253e6d2aecd425c649,14fd6d83e90835c1ffdd4e22f816bfb7e8721cc66836f449e43292a66b917bdf,"[2172, 724]","[272, 91]","[0, 0, 2172, 724]","[0, 0, 272, 91]",0.003906,"[""I88:1291;81:1256"", ""81:1256"", ""86:1263""]",[],USED_POST_MVP,USED_POST_MVP,KEEP_BOTH,Side-by-side inspection shows matching subject/composition in different native resolutions; decoded RGBA is not equal. Preserve independent raster/alpha data and source usage until calibrated runtime selection.,analysis/figma/near_duplicate_review/pairs_14.jpg
NEAR-160,equipment_raccoon_engineer_cannon_small__313x283,equipment_raccoon_engineer_cannon_large__625x565,ead0ce93cc0943a963432651b7563521cca455abbfa0c1fe25cae67820236a14,a08ebe08664eb17c3106d57d1469fe393df1080105b8b60869ea3a1d82a626ce,"[313, 283]","[625, 565]","[0, 2, 313, 283]","[0, 0, 625, 565]",0.007034,[],"[""80:1060""]",USED_IN_MVP,USED_IN_MVP,KEEP_BOTH,Same scoped cannon art in two resolutions despite small/large family names; retain separate IDs. This scope design differs from the coil cannon in NEAR-164.,analysis/figma/near_duplicate_review/pairs_14.jpg
